,Unnamed: 0,TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,OrderDate,TransactionTime,ItemProfit,WeekID,DayID
185526,185526,T353725,1342,15/3/93,M,NAVI MUMBAI,43.59,2016-08-14,152250.0,295.0,31,219
185620,185620,T353874,277,22/11/92,M,BANGALORE,8157.46,2016-08-14,135542.0,100.0,31,219
185627,185627,T353882,2408,3/12/97,M,BOISAR,8553.1,2016-08-14,134720.0,47.0,31,219
185632,185632,T353892,4105,2/10/84,M,GURGAON,9663.46,2016-08-14,132147.0,377.5,31,219
185675,185675,T353959,6974,19/5/62,F,BARODA,26626.7,2016-08-14,194148.0,275.0,31,219
185680,185680,T353966,3813,5/8/72,F,DELHI,65067.07,2016-08-14,195017.0,597.0,31,219
185691,185691,T353984,3473,28/8/79,M,CHANDIGARH,18335.46,2016-08-14,155230.0,500.0,31,219
185738,185738,T354059,6576,21/12/88,M,PUNE,11442.99,2016-08-14,174715.0,580.0,31,219
185749,185749,T354075,6840,21/7/83,F,NEW DELHI,10042.73,2016-08-14,141358.0,692.0,31,219
185759,185759,T354088,5447,4/8/99,M,AGRA,49426.18,2016-08-14,151505.0,220.0,31,219
185798,185798,T354153,6977,10/3/96,M,NEW DELHI,31084.83,2016-08-14,142444.0,172.15,31,219
185835,185835,T354209,634,6/9/87,F,MANDIR KOLKATA,0.57,2016-08-14,200413.0,800.0,31,219
185956,185956,T354394,5054,16/7/89,M,THANE,59495.82,2016-08-14,142650.0,150.0,31,219
185974,185974,T354424,6219,9/10/91,M,GOREGAON (E) MUMBAI,3193.61,2016-08-14,44857.0,50.0,31,219
186029,186029,T354516,5564,7/9/91,M,MUMBAI,26387.17,2016-08-14,195725.0,325.0,31,219
186046,186046,T354542,6791,20/8/86,M,CHENNAI,688.86,2016-08-14,185853.0,253.0,31,219
186097,186097,T354615,854,24/4/93,M,BELAPUR NAVI MUMBAI,3576.31,2016-08-14,181527.0,160.0,31,219
186102,186102,T354621,2360,4/6/91,F,RAIPUR,,2016-08-14,190308.0,410.0,31,219
186105,186105,T354624,2276,17/11/75,M,MUMBAI,325368.05,2016-08-14,190637.0,500.0,31,219
186228,186228,T354825,3867,16/7/83,F,GURGAON,111694.53,2016-08-14,193258.0,847.53,31,219
186268,186268,T354881,869,21/5/86,M,ALIGARH,17914.32,2016-08-14,184620.0,670.0,31,219
186311,186311,T354945,819,4/5/90,F,BALTANA,2690.48,2016-08-14,185424.0,200.0,31,219
186319,186319,T354958,5887,30/12/78,F,SHIMLA,501.42,2016-08-14,142558.0,524.0,31,219
186391,186391,T355066,6118,25/10/88,M,PILANI,14042.19,2016-08-14,144829.0,83.0,31,219
186409,186409,T355101,6157,1/1/1800,M,DELHI,330202.22,2016-08-14,194723.0,367.0,31,219
186441,186441,T355147,4383,11/3/77,M,THANE (WEST),37113.48,2016-08-14,200318.0,1000.0,31,219
186496,186496,T355243,1789,17/10/68,M,BANGALORE,83890.73,2016-08-14,44035.0,50.0,31,219
186508,186508,T355259,5080,17/11/75,M,NAVI MUMBAI NERUL NODE 3 THANE,1673.15,2016-08-14,153602.0,200.0,31,219
186529,186529,T355285,3265,16/10/85,M,AMBALA,31816.84,2016-08-14,142339.0,200.0,31,219
186613,186613,T355411,4441,1/1/1800,M,CHENNAI,275389.23,2016-08-14,201714.0,170.0,31,219
186618,186618,T355417,6927,20/9/93,M,BULANDSHAHR,4.14,2016-08-14,163410.0,50.0,31,219
186634,186634,T355439,3568,11/5/88,M,NEW DELHI,4998.13,2016-08-14,190822.0,705.0,31,219
186686,186686,T355520,3478,7/12/84,M,BHIWANI,16338.54,2016-08-14,125033.0,135.0,31,219
186736,186736,T355594,1570,28/6/80,M,MUMBAI,192500.64,2016-08-14,152032.0,480.0,31,219
186775,186775,T355651,4910,3/9/88,M,DELHI,4334.9,2016-08-14,144817.0,938.0,31,219
186791,186791,T355673,5239,30/9/86,M,NEW DELHI,15.13,2016-08-14,144601.0,200.0,31,219
186798,186798,T355686,1092,8/10/92,F,NEW DELHI,369.15,2016-08-14,152105.0,36.15,31,219
186822,186822,T355719,6729,26/3/86,F,NEW DELHI,349908.75,2016-08-14,183911.0,219.99,31,219
186844,186844,T355756,3274,15/5/72,F,DELHI,252219.79,2016-08-14,183853.0,1383.32,31,219
186857,186857,T355775,2987,8/11/92,M,DELHI,20476.65,2016-08-14,174441.0,900.0,31,219
186876,186876,T355817,4485,27/1/90,M,BOKARO,36491.07,2016-08-14,155628.0,924.0,31,219
186962,186962,T355940,4790,6/1/90,F,GHAZIABAD,96965.55,2016-08-14,144350.0,498.0,31,219
186980,186980,T355967,3861,8/7/96,M,ALIGARH,10.53,2016-08-14,51718.0,60.0,31,219
187035,187035,T356041,5358,29/1/82,M,SARJAPUR MAIN ROAD BANGALORE,29.92,2016-08-14,191036.0,887.0,31,219
187090,187090,T356124,5204,1/3/78,M,NEW DELHI,17470.22,2016-08-14,155344.0,1250.0,31,219
187112,187112,T356154,2983,11/8/87,M,PUNE,46524.5,2016-08-14,154415.0,220.0,31,219
187116,187116,T356163,2489,27/8/87,M,NORTH 24 PARGANAS,42236.46,2016-08-14,145838.0,315.0,31,219
187126,187126,T356179,2819,12/9/59,M,MOHALI,1016385.26,2016-08-14,133024.0,115.0,31,219
187137,187137,T356194,2199,2/10/82,M,NOIDA,161057.83,2016-08-14,142755.0,100.0,31,219
187143,187143,T356205,6532,1/1/1800,M,MUMBAI,253378.18,2016-08-14,154550.0,300.0,31,219
187144,187144,T356209,4984,17/11/93,F,BANGALORE,33763.79,2016-08-14,151514.0,250.0,31,219
187248,187248,T356382,5355,30/6/92,F,JAIPUR,62531.11,2016-08-14,184901.0,601.61,31,219
187306,187306,T356463,415,2/12/92,M,MATHURA,1399.76,2016-08-14,153704.0,46.0,31,219
187370,187370,T356558,2679,29/2/84,M,BANGALORE,106666.21,2016-08-14,134909.0,651.74,31,219
187446,187446,T356662,4617,2/11/90,F,VAPI,50453.99,2016-08-14,190329.0,300.0,31,219
187459,187459,T356681,5779,24/7/91,M,ROAD PUNE,406.97,2016-08-14,185152.0,108.0,31,219
187512,187512,T356767,875,6/3/86,M,JHUNJHUNU,92619.57,2016-08-14,141422.0,450.0,31,219
187543,187543,T356812,512,1/6/81,F,MUMBAI,41909.74,2016-08-14,152922.0,200.0,31,219
187556,187556,T356831,2482,13/6/81,F,KOCHI,73086.35,2016-08-14,150806.0,1190.0,31,219
187570,187570,T356845,2385,18/6/81,M,PANCHKULA,13452.11,2016-08-14,152509.0,598.0,31,219
187578,187578,T356857,6849,5/12/80,M,KOLKATA,45402.75,2016-08-14,145059.0,540.0,31,219
187585,187585,T356866,1359,3/11/92,M,MUMBAI,14892.06,2016-08-14,145901.0,100.0,31,219
187591,187591,T356876,2065,5/7/82,F,GURGAON,17923.76,2016-08-14,143711.0,260.0,31,219
187604,187604,T356899,2960,5/9/87,M,KASHIPUR,94050.7,2016-08-14,184234.0,367.0,31,219
187610,187610,T356911,2702,1/1/1800,M,MUMBAI,292042.95,2016-08-14,171143.0,38.03,31,219
187636,187636,T356962,4108,17/5/70,M,REWARI,15370.18,2016-08-14,192903.0,920.0,31,219
187759,187759,T357140,1246,21/5/89,M,TIRUPATI,69654.7,2016-08-14,154123.0,1380.0,31,219
187762,187762,T357144,1612,1/1/89,M,NOIDA,261055.82,2016-08-14,130036.0,269.0,31,219
187764,187764,T357146,5074,2/2/94,F,GURGAON,15694.33,2016-08-14,135751.0,300.0,31,219
187776,187776,T357165,5306,16/12/84,F,BANGALORE,260249.33,2016-08-14,143930.0,237.5,31,219
187783,187783,T357177,1579,12/11/90,F,WARANGAL,11.78,2016-08-14,143516.0,240.0,31,219
187799,187799,T357195,3803,23/5/81,M,HYDERABAD,34585.03,2016-08-14,144958.0,76.0,31,219
187822,187822,T357235,7124,10/2/79,M,PUNE,3425.44,2016-08-14,183745.0,428.0,31,219
187943,187943,T357426,6356,2/11/83,M,NEW DELHI,2099.68,2016-08-14,143021.0,1069.0,31,219
187963,187963,T357454,6918,10/5/86,M,GURGAON,214117.14,2016-08-14,134028.0,51.0,31,219
188005,188005,T357519,6506,19/9/82,M,MUMBAI,12429.42,2016-08-14,140047.0,98.0,31,219
188039,188039,T357571,5588,29/10/90,M,GURGAON,10000.75,2016-08-14,194625.0,965.0,31,219
188041,188041,T357576,4791,1/1/1800,,MUMBAI,7.0,2016-08-14,195650.0,300.0,31,219
188082,188082,T357641,5584,10/2/86,M,CHENNAI,63499.97,2016-08-14,192823.0,1093.0,31,219
188085,188085,T357646,1966,30/1/69,F,NEW DELHI,68456.15,2016-08-14,185833.0,65.0,31,219
188092,188092,T357654,2579,1/8/92,M,DELHI,13850.05,2016-08-14,174514.0,140.0,31,219
188128,188128,T357708,926,2/4/82,M,GHAZIPUR,66.84,2016-08-14,151408.0,520.0,31,219
188167,188167,T357768,493,11/3/89,M,GHAZIABAD,12627.53,2016-08-14,141247.0,234.0,31,219
188183,188183,T357799,4160,31/5/88,M,DELHI,5759.71,2016-08-14,141549.0,240.0,31,219
188251,188251,T357902,6519,6/10/86,M,BANGALORE,38665.5,2016-08-14,200100.0,368.0,31,219
188312,188312,T357982,7151,25/1/86,M,PUNE,21808.5,2016-08-14,154917.0,110.0,31,219
188399,188399,T358120,6409,25/1/89,M,NOIDA,2844.59,2016-08-14,125222.0,180.0,31,219
188444,188444,T358182,5614,22/3/63,F,HYDERABAD,59010.07,2016-08-14,193040.0,334.48,31,219
188446,188446,T358184,1168,18/9/77,M,CHENNAI,181934.62,2016-08-14,194247.0,320.0,31,219
188497,188497,T358251,2297,9/9/86,M,AURANGABAD,327.19,2016-08-14,184117.0,400.0,31,219
188504,188504,T358260,5212,14/12/91,M,BANGALORE,23613.07,2016-08-14,173238.0,560.0,31,219
188507,188507,T358263,6217,28/3/75,M,GZBD,26526.02,2016-08-14,172224.0,812.0,31,219
188508,188508,T358264,5130,20/6/84,M,BIKANER,13708.43,2016-08-14,172327.0,150.0,31,219
188522,188522,T358289,4906,16/1/90,M,CHENNAI,27811.65,2016-08-14,162236.0,544.0,31,219
188552,188552,T358345,5377,25/6/89,M,DHENKANAL,3150.74,2016-08-14,154042.0,537.52,31,219
188631,188631,T358452,2471,21/5/64,M,AURANGABAD,34065.44,2016-08-14,195640.0,1159.8,31,219
188659,188659,T358494,4809,8/8/90,M,NEW DELHI,192.97,2016-08-14,185550.0,111.0,31,219
188663,188663,T358499,6111,27/7/88,M,SOUTH 24 PARGANAS,74068.16,2016-08-14,184708.0,760.0,31,219
188713,188713,T358575,4439,26/3/82,M,MUMBAI,29938.17,2016-08-14,182710.0,280.0,31,219
188729,188729,T358599,5791,21/3/88,M,AMRAVATI,2509.55,2016-08-14,164946.0,50.0,31,219
188777,188777,T358682,1744,5/5/91,F,PUNE,12630.24,2016-08-14,165050.0,50.0,31,219
188808,188808,T358729,58,14/11/74,M,BANGALORE,4532.75,2016-08-14,170039.0,237.38,31,219
188839,188839,T358771,4745,18/4/86,F,BHIWANI,8857.89,2016-08-14,164853.0,359.0,31,219
188854,188854,T358805,604,22/9/91,F,MEDAK,43578.55,2016-08-14,231320.0,30.0,31,219
188901,188901,T358899,4136,1/1/1800,F,MUMBAI,2567124.19,2016-08-14,191448.0,870.0,31,219
188921,188921,T358931,46,5/2/83,M,PANCHKULA,45065.65,2016-08-14,110955.0,10.0,31,219
188938,188938,T358954,2096,9/9/90,M,MUMBAI,546.17,2016-08-14,183538.0,1124.26,31,219
188945,188945,T358967,4677,20/12/86,F,GREATER NOIDA,42009.09,2016-08-14,185302.0,401.0,31,219
188964,188964,T359000,3138,21/1/69,M,PAONTA SAHIB,99553.39,2016-08-14,184326.0,388.0,31,219
189042,189042,T359131,1026,20/5/84,M,GURGAON,7875.48,2016-08-14,231119.0,250.0,31,219
189048,189048,T359139,2525,1/9/90,M,KOLKATA,7938.19,2016-08-14,230437.0,124.88,31,219
189217,189217,T359404,2644,9/6/93,M,BULDHANA,1816.17,2016-08-14,175607.0,54.0,31,219
189252,189252,T359451,1709,25/8/90,F,NEW DELHI,2232.84,2016-08-14,171535.0,755.0,31,219
189257,189257,T359460,5207,12/7/72,F,GWALIOR,4653465.55,2016-08-14,174309.0,1398.75,31,219
189299,189299,T359524,3822,6/10/90,M,BANGALORE,16735.91,2016-08-14,203913.0,260.0,31,219
189303,189303,T359529,2063,14/5/84,M,HUBBALLI,3501.28,2016-08-14,203221.0,1014.5,31,219
189352,189352,T359609,3575,19/4/92,M,NEW DELHI,7694.15,2016-08-14,201812.0,700.0,31,219
189368,189368,T359632,3065,8/8/81,M,INDORE,31843.01,2016-08-14,205917.0,521.0,31,219
189377,189377,T359647,698,20/4/80,M,NOIDA,8256.9,2016-08-14,215135.0,418.6,31,219
189393,189393,T359673,5696,21/11/91,F,BANKURA,1296.68,2016-08-14,195548.0,20.0,31,219
189401,189401,T359687,485,6/6/92,M,GURGAON,6927.84,2016-08-14,204944.0,313.3,31,219
189432,189432,T359747,2899,12/7/82,M,NOIDA,13908.49,2016-08-14,165943.0,379.0,31,219
189455,189455,T359783,2133,4/8/81,F,GURGAON,343632.05,2016-08-14,174741.0,524.0,31,219
189462,189462,T359794,236,5/7/85,M,NEW DELHI,11569.28,2016-08-14,181526.0,380.0,31,219
189532,189532,T359907,784,5/6/70,M,MUMBAI,758633.65,2016-08-14,214545.0,676.0,31,219
189550,189550,T359940,5996,2/4/90,M,DELHI,11906.37,2016-08-14,215950.0,40.0,31,219
189600,189600,T360021,6580,18/1/91,M,MOIRA,44494.3,2016-08-14,204653.0,949.47,31,219
189645,189645,T360074,6120,16/9/84,M,MUMBAI,256751.33,2016-08-14,210333.0,1317.29,31,219
189713,189713,T360173,4483,16/2/89,M,NOIDA,24522.34,2016-08-14,175855.0,1100.0,31,219
189764,189764,T360246,2230,31/12/92,M,NEW DELHI,0.48,2016-08-14,203732.0,130.0,31,219
189765,189765,T360247,3755,4/4/92,F,GURGAON,4145.74,2016-08-14,203937.0,325.0,31,219
189821,189821,T360332,6340,5/6/83,M,DELHI,45608.16,2016-08-14,214429.0,400.0,31,219
189828,189828,T360345,6752,26/1/85,M,DELHI,16651.92,2016-08-14,200045.0,262.0,31,219
189882,189882,T360427,2257,23/8/86,F,GURGAON,14697.85,2016-08-14,181526.0,168.44,31,219
189923,189923,T360486,3593,25/5/83,M,KOCHI,79931.48,2016-08-14,172044.0,650.0,31,219
189940,189940,T360514,3104,20/6/92,M,BANGALORE,6778.2,2016-08-14,175012.0,70.0,31,219
189957,189957,T360545,4359,8/5/79,M,NAVI MUMBAI,63980.3,2016-08-14,172643.0,509.76,31,219
189987,189987,T360586,6253,1/1/1800,M,BANGALORE,152.75,2016-08-14,203336.0,45.0,31,219
190002,190002,T360611,5489,24/4/97,M,MUMBAI,43151.78,2016-08-14,203818.0,27.0,31,219
190059,190059,T360689,3172,30/6/93,F,MUMBAI,84118.51,2016-08-14,203115.0,500.0,31,219
190062,190062,T360696,1243,5/2/81,F,GURGAON,2454.48,2016-08-14,201905.0,131.0,31,219
190066,190066,T360702,4198,20/8/84,M,GURGAON,4830.21,2016-08-14,182028.0,1197.0,31,219
190073,190073,T360712,2000,24/2/85,M,GHAZIABAD,10018.96,2016-08-14,184930.0,692.0,31,219
190093,190093,T360746,173,14/1/70,F,NOIDA,44879.1,2016-08-14,172631.0,350.0,31,219
190131,190131,T360806,3848,23/2/83,M,NEW DELHI,26384.16,2016-08-14,161302.0,111.0,31,219
190143,190143,T360824,2519,26/3/92,M,KOCHI,11709.33,2016-08-14,165554.0,263.52,31,219
190216,190216,T360936,2265,17/10/91,M,BHINMAL,15635.4,2016-08-14,225839.0,1301.0,31,219
190254,190254,T360992,6326,2/7/87,M,BANGALORE,375838.95,2016-08-14,213511.0,270.0,31,219
190288,190288,T361036,2558,7/3/78,M,PUNE,84084.07,2016-08-14,214940.0,600.0,31,219
190314,190314,T361079,2420,9/12/74,M,NEW DELHI,63011.91,2016-08-14,174054.0,400.0,31,219
190317,190317,T361082,6933,16/2/86,M,SURAT,627.36,2016-08-14,174642.0,50.0,31,219
190328,190328,T361101,4605,5/5/88,F,BANGALORE,14116.49,2016-08-14,173330.0,652.0,31,219
190404,190404,T361224,6846,17/12/76,M,ENTERPRISE KOLKATA,11808.43,2016-08-14,175802.0,649.1,31,219
190407,190407,T361229,4656,17/6/73,F,INDORE,2028684.3,2016-08-14,164839.0,300.0,31,219
190449,190449,T361295,1269,28/6/74,F,GREATER NOIDA,21660.86,2016-08-14,140925.0,60.0,31,219
190520,190520,T361404,913,10/9/91,M,BANGALORE,26111.46,2016-08-14,213317.0,599.0,31,219
190607,190607,T361530,5701,27/1/94,M,MEWAT,12805.26,2016-08-14,171743.0,329.76,31,219
190647,190647,T361597,1302,22/11/91,M,CHANDIGARH,5994.71,2016-08-14,112114.0,197.0,31,219
190649,190649,T361600,6686,12/8/74,M,NOIDA,82246.99,2016-08-14,165709.0,1000.0,31,219
190697,190697,T361689,19,4/11/90,M,SONBHADRA,6544.68,2016-08-14,231249.0,24.0,31,219
190698,190698,T361690,2192,18/7/83,M,NEW DELHI,71922.08,2016-08-14,232346.0,851.0,31,219
190699,190699,T361691,5285,26/9/75,M,MATHURA,167782.59,2016-08-14,232128.0,172.0,31,219
190712,190712,T361711,4633,7/4/86,M,DELHI,42261.58,2016-08-14,233023.0,1025.0,31,219
190728,190728,T361739,4881,1/1/93,M,DELHI,39927.24,2016-08-14,225338.0,299.0,31,219
190733,190733,T361747,4585,3/10/89,M,PUNE,48349.47,2016-08-14,224032.0,100.0,31,219
190769,190769,T361815,4077,11/1/90,M,NEW DELHI,35709.52,2016-08-14,214359.0,200.0,31,219
190782,190782,T361836,931,13/5/85,F,SECUNDERABAD,78079.79,2016-08-14,213302.0,1029.0,31,219
190911,190911,T362032,7337,30/9/83,M,NOIDA,24051.76,2016-08-14,180746.0,358.0,31,219
190916,190916,T362038,602,24/7/95,M,NEW DELHI,55325.34,2016-08-14,111738.0,1130.0,31,219
190950,190950,T362128,3205,3/6/78,M,ST CRUZ,12874.2,2016-08-14,232122.0,42.0,31,219
191033,191033,T362270,3240,12/7/91,F,JODHPUR,155595.97,2016-08-14,182828.0,400.0,31,219
191034,191034,T362271,4600,20/6/71,M,GREATER NOIDA,488975.77,2016-08-14,183217.0,849.0,31,219
191063,191063,T362315,5522,21/7/89,M,CHITTORGARH,10328.06,2016-08-14,165449.0,479.0,31,219
191071,191071,T362328,5948,26/12/96,F,PUNE,4756.37,2016-08-14,184423.0,1000.0,31,219
191237,191237,T362629,5378,10/2/83,F,NEW DELHI,64120.4,2016-08-14,200149.0,499.0,31,219
191243,191243,T362637,5214,17/11/75,M,MUMBAI,325368.05,2016-08-14,212935.0,179.0,31,219
191274,191274,T362674,5128,20/12/86,F,GURGAON,40068.69,2016-08-14,183855.0,1000.0,31,219
191282,191282,T362683,7227,1/3/77,M,BANGALORE,71375.81,2016-08-14,172757.0,1398.0,31,219
191528,191528,T363073,2539,1/6/71,M,AMBUR TK VLR DT,121.68,2016-08-14,62322.0,11.0,31,219
191546,191546,T363101,2125,3/9/87,F,VISAKHAPATNAM,284239.91,2016-08-14,182627.0,1035.0,31,219
191561,191561,T363124,3788,2/5/90,F,BANGALORE,88652.18,2016-08-14,175053.0,499.0,31,219
191580,191580,T363152,3358,30/7/87,M,GURGAON,33426.11,2016-08-14,163713.0,500.0,31,219
191648,191648,T363300,6831,13/10/58,M,DELHI,27042.44,2016-08-14,230009.0,877.1,31,219
191655,191655,T363312,3337,15/1/92,M,YAVATMAL,12468.99,2016-08-14,232855.0,1280.0,31,219
191690,191690,T363359,1402,4/2/41,M,MORADABAD,285162.0,2016-08-14,203015.0,500.0,31,219
191697,191697,T363366,906,17/3/89,F,ZIRAKPUR,24869.01,2016-08-14,210910.0,100.0,31,219
191732,191732,T363415,2701,18/1/92,F,MUMBAI,2004.19,2016-08-14,205306.0,941.6,31,219
191798,191798,T363524,1714,13/1/61,M,AHMEDABAD,25331.36,2016-08-14,164444.0,150.0,31,219
191850,191850,T363624,3716,2/8/88,M,NEW DELHI,43234.53,2016-08-14,231046.0,331.1,31,219
191870,191870,T363654,1722,29/1/73,M,RAIGARH CG RAIGARH,128.89,2016-08-14,235551.0,30.0,31,219
191876,191876,T363681,2667,1/2/93,F,HISSAR,5508.66,2016-08-14,165633.0,64.0,31,219
191909,191909,T363738,4500,19/8/88,M,MUMBAI,0.65,2016-08-14,202727.0,575.0,31,219
191918,191918,T363749,4720,28/1/96,M,KOLKATA,11861.54,2016-08-14,201345.0,405.0,31,219
191934,191934,T363775,1873,3/3/82,M,MUMBAI,31470.59,2016-08-14,183935.0,200.0,31,219
191939,191939,T363782,2244,20/11/86,M,NEW DELHI,132152.26,2016-08-14,180720.0,390.0,31,219
191946,191946,T363797,207,1/1/1800,F,GURGAON,30483.55,2016-08-14,162256.0,857.0,31,219
191964,191964,T363820,3128,1/8/79,F,MUMBAI,14142.79,2016-08-14,163258.0,566.5,31,219
191965,191965,T363822,1101,21/2/94,M,HISAR,8536.43,2016-08-14,164053.0,50.0,31,219
191985,191985,T363860,954,13/10/81,M,HUBLI,6749.77,2016-08-14,180520.0,535.0,31,219
191997,191997,T363876,4459,13/12/84,M,WHITEFIELD BANGALORE,12394.96,2016-08-14,165551.0,999.0,31,219
192003,192003,T363887,750,7/2/88,M,NELLORE,6595.6,2016-08-14,162422.0,20.0,31,219
192061,192061,T363991,2858,9/9/82,M,PUNE,5566.73,2016-08-14,224602.0,510.0,31,219
192067,192067,T364017,3329,28/11/92,M,RAJAHMUNDRY,429.51,2016-08-14,224352.0,601.0,31,219
192126,192126,T364113,181,8/8/90,M,NEW DELHI,170448.48,2016-08-14,161636.0,500.0,31,219
192130,192130,T364119,4622,22/2/93,M,BANGALORE,31465.78,2016-08-14,221100.0,1232.0,31,219
192132,192132,T364121,2894,11/1/93,F,GHAZIABAD,6534.24,2016-08-14,210542.0,198.0,31,219
192139,192139,T364133,6285,21/1/87,F,MUMBAI,80714.38,2016-08-14,200412.0,519.0,31,219
192191,192191,T364215,1222,17/5/44,M,NEW DELHI,155619.94,2016-08-14,80316.0,53.97,31,219
192223,192223,T364259,5014,26/7/79,M,DELHI,9101.3,2016-08-14,180959.0,200.0,31,219
192247,192247,T364297,1605,23/6/92,M,DELHI,2719.58,2016-08-14,162124.0,156.0,31,219
192304,192304,T364410,435,5/1/77,M,ANDHERI (W) MUMBAI,3534.98,2016-08-14,232239.0,836.0,31,219
192353,192353,T364508,4987,18/2/84,M,MUMBAI,29.09,2016-08-14,194035.0,100.0,31,219
192364,192364,T364521,1792,2/5/88,M,RANCHI,422203.21,2016-08-14,215012.0,241.0,31,219
192389,192389,T364555,6003,1/1/1800,M,GURGAON,516.26,2016-08-14,201619.0,289.61,31,219
192420,192420,T364599,1830,17/3/65,F,MUMBAI,57404.45,2016-08-14,201644.0,960.0,31,219
192433,192433,T364615,1852,10/10/87,M,FARIDABAD,41.95,2016-08-14,195853.0,451.0,31,219
192449,192449,T364633,2,16/2/92,M,REWARI,13352.18,2016-08-14,200742.0,1300.0,31,219
192461,192461,T364648,3214,21/3/91,M,BARIATU ROAD RANCHI,6236.76,2016-08-14,201429.0,1364.0,31,219
192468,192468,T364669,3608,20/9/88,F,HOWRAH,8523.02,2016-08-14,192321.0,550.0,31,219
192509,192509,T364732,2835,4/3/84,M,JAMSHEDPUR,1730.71,2016-08-14,191137.0,494.58,31,219
192603,192603,T364950,51,25/6/93,M,NAMAKKAL,7138.72,2016-08-14,204729.0,20.0,31,219
192637,192637,T364999,1990,14/11/87,M,INDORE,2751.42,2016-08-14,192317.0,299.0,31,219
192683,192683,T365063,401,11/11/93,M,GURGAON,28878.85,2016-08-14,194407.0,269.0,31,219
192689,192689,T365071,2604,1/1/1800,M,VILLAGE UTTARAHALLI BANGALORE,11099.29,2016-08-14,195914.0,960.0,31,219
192741,192741,T365261,5098,18/9/91,F,LALBAUG MUMBAI,35831.62,2016-08-14,193442.0,600.0,31,219
192754,192754,T365284,4195,15/8/89,M,BATHINDA,11578.11,2016-08-14,193048.0,251.0,31,219
192827,192827,T365513,742,23/4/80,F,SOUTH 24 PARGANAS,663.86,2016-08-14,195240.0,500.0,31,219
192890,192890,T365705,4992,5/8/87,M,NEW DELHI,17168.49,2016-08-14,190134.0,200.0,31,219
192921,192921,T365813,799,7/7/77,M,NOIDA,11653.24,2016-08-14,204744.0,100.0,31,219
192960,192960,T365873,3828,22/9/89,F,GURGAON,2940.39,2016-08-14,191536.0,182.0,31,219
193017,193017,T365967,5456,14/11/86,M,NOIDA,9484.01,2016-08-14,194015.0,480.0,31,219
193064,193064,T366033,4013,19/4/78,M,KOLKATA,51805.42,2016-08-14,193207.0,750.0,31,219
193081,193081,T366120,2038,21/11/96,F,MUMBAI,71263.77,2016-08-14,214327.0,609.0,31,219
193112,193112,T366164,6345,25/3/85,M,BANGALORE,47667.66,2016-08-14,201150.0,250.0,31,219
193162,193162,T366249,6068,2/9/60,M,DELHI,6450.47,2016-08-14,192217.0,870.0,31,219
193173,193173,T366266,79,1/1/1800,M,DELHI,1161.77,2016-08-14,190214.0,1080.0,31,219
193194,193194,T366302,3597,19/2/83,M,TRIVANDRUM,9257.68,2016-08-14,191700.0,260.0,31,219
193266,193266,T366463,7290,22/4/90,F,PUNE,16503.46,2016-08-14,210312.0,195.0,31,219
193275,193275,T366477,157,15/7/86,M,CHANDIGARH,25358.0,2016-08-14,191310.0,470.0,31,219
193277,193277,T366481,3464,7/4/84,F,KOLKATA,208237.35,2016-08-14,201034.0,1025.96,31,219
193283,193283,T366492,3124,24/3/88,M,NAVI MUMBAI,1832.52,2016-08-14,192600.0,100.0,31,219
193284,193284,T366493,3161,4/6/94,M,BANGALORE,6197.56,2016-08-14,191047.0,95.0,31,219
193313,193313,T366538,5503,26/1/92,M,JAIPUR,61.36,2016-08-14,192847.0,1200.0,31,219
193322,193322,T366550,1891,2/4/81,M,KOLKATA,8349.25,2016-08-14,190216.0,199.0,31,219
193326,193326,T366554,7085,1/1/1800,M,BEHIND RYTHU BAZAR HYDERABAD,25959.89,2016-08-14,190344.0,500.0,31,219
193370,193370,T366683,6892,28/10/88,M,PUNE,5299.45,2016-08-14,192630.0,643.45,31,219
193426,193426,T366758,2977,13/11/89,F,BHOSALE NAGAR PUNE,66735.51,2016-08-14,202830.0,64.0,31,219
193508,193508,T366952,5160,29/12/92,F,MUMBAI,50587.12,2016-08-14,210549.0,300.0,31,219
193549,193549,T367009,6457,20/5/76,M,KUWAIT CITY,217328.72,2016-08-14,191844.0,369.0,31,219
193598,193598,T367086,2111,29/11/89,M,MUMBAI,438265.09,2016-08-14,190930.0,1000.0,31,219
193602,193602,T367090,475,1/7/73,M,MUMBAI,670930.16,2016-08-14,194805.0,550.0,31,219
193718,193718,T367344,4973,15/11/86,M,AMRITSAR,75103.86,2016-08-14,191027.0,660.0,31,219
193786,193786,T367433,2456,15/5/87,M,GURGAON,4547.38,2016-08-14,133037.0,220.0,31,219
193787,193787,T367500,5727,28/7/64,M,DELHI,74967.38,2016-08-14,210609.0,300.0,31,219
193797,193797,T367514,3500,24/6/78,M,THANE,75764.23,2016-08-14,203551.0,557.0,31,219
193851,193851,T367598,3775,10/2/87,M,NEW DELHI,3869.62,2016-08-14,191811.0,480.0,31,219
193884,193884,T367650,6203,11/8/69,M,DELHI,2907.93,2016-08-14,191736.0,300.0,31,219
193893,193893,T367662,6885,7/11/82,M,AMBALA CANTT,122273.58,2016-08-14,185815.0,360.0,31,219
193931,193931,T367794,136,10/7/95,M,DELHI,2238.59,2016-08-14,202611.0,379.0,31,219
193939,193939,T367806,308,14/7/76,F,CHENNAI,110.88,2016-08-14,200753.0,650.0,31,219
